名称,用途,分类,主题,状态,维护状态,入口,仓库,原始标题,依据,日期
合同修改与知识产权归属争议,回顾讨论主题：合同修改与知识产权归属争议；合同条款与知识产权归属争议；代码部署与软件著作权申请讨论。完整内容见原资料。,会议条目,创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251223-1459-fde9374a/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-12-23 14:59 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-12-23
AI芯片与SDK开发合作探讨,回顾讨论主题：AI芯片与SDK开发合作探讨；视觉功能与设备配网方案探讨。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251223-1640-a40341bc/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-12-23 16:40 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-12-23
探讨AI玩具电路板合作与行业竞争,回顾讨论主题：探讨AI玩具电路板合作与行业竞争；讨论圆形与方形屏幕在玩具设计中的应用；显示屏与电路板开发需求讨论。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251224-1127-c6d241d6/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-12-24 11:27 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-12-24
探讨AI语音玩具设计与合作机会,回顾讨论主题：探讨AI语音玩具设计与合作机会；讨论定制方形显示屏与电路板开发方案；讨论产品功能、后台对接与成本控制。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251224-1131-02d84c1b/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-12-24 11:31 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-12-24
讨论产品开发流程与UI设计细节,回顾讨论主题：讨论产品开发流程与UI设计细节；合作报价与表情功能开发讨论；小程序收费功能与支付实现探讨。完整内容见原资料。,会议条目,创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251227-1042-5f3b96be/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-12-27 10:42 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-12-27
讨论优化小程序登录与用户体验,回顾讨论主题：讨论优化小程序登录与用户体验；功能优化讨论：声纹识别、闹钟文案生成与时序、配网状态反馈；小程序设备管理与智能体添加流程优化讨论。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251228-1705-bbaf0028/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-12-28 17:05 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-12-28
讨论智能系统功能优化与用户体验改进,回顾讨论主题：讨论智能系统功能优化与用户体验改进；小程序添加设备流程与UI布局调整讨论；统一管理智能体与语音合成设置的讨论。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251229-0926-bebfb470/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-12-29 09:26 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-12-29
车载智能设备设计与配置讨论,回顾讨论主题：车载智能设备设计与配置讨论；AI系统软件配套与硬件开发方案讨论；AI交互服务与长期记忆功能探讨及项目合作细节。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251230-1510-a7132748/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-12-30 15:10 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-12-30
车载AI系统开发与配置讨论,回顾讨论主题：车载AI系统开发与配置讨论；百度云服务在小批量与打版项目中的应用探讨；AI系统开发与量产合作探讨。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251230-1511-b3a97312/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2025-12-30 15:11 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-12-30
设备授权与固件修改的解决方案探讨,回顾讨论主题：设备授权与固件修改的解决方案探讨；版权与个人开发行为的探讨及市场策略；市场信心与产品策略讨论。完整内容见原资料。,会议条目,智能硬件与产品交付 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20251231-1522-04c1dd3b/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,12月31日 15:22 录音_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2025-12-31
小公司尝试搭建智能家居平台的挑战与成本分析,回顾讨论主题：小公司尝试搭建智能家居平台的挑战与成本分析；讨论硬件接入平台与AI聊天机器人的功能。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20260104-2024-d0f3e997/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2026-01-04 20:24 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2026-01-04
讨论产品功能优化与对接方案,回顾讨论主题：讨论产品功能优化与对接方案；智能体语音设置与用户管理调整讨论；声音克隆技术应用与用户隐私考量。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20260105-1434-64a0bfcb/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2026-01-05 14:34 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2026-01-05
公司政策介绍与APP开发计划,回顾讨论主题：公司政策介绍与APP开发计划；讨论小程序注册与功能清单；表情包主题商城与机器人性格设定讨论。完整内容见原资料。,会议条目,出海、增长与商业化 / 智能硬件与产品交付 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20260112-2230-cc1276ec/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,01月12日 22:30 录音_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2026-01-12
外贸合作与合资公司成立讨论,回顾讨论主题：外贸合作与合资公司成立讨论。完整内容见原资料。,会议条目,创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20260114-1051-5450476a/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2026-01-14 10:51 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2026-01-14
中央美院讲师分享设计经验与产品见解,回顾讨论主题：中央美院讲师分享设计经验与产品见解；设计与品牌战略的重要性；产品问题定义的重要性与方法论探讨。完整内容见原资料。,会议条目,内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20260114-1956-c1ab8b16/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2026-01-14 19:56 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2026-01-14
心腹角色定位与项目合作探讨,回顾讨论主题：心腹角色定位与项目合作探讨；信任与团队建设的重要性；下一代Vivo模型与营销智能系统的融合与优化。完整内容见原资料。,会议条目,出海、增长与商业化 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20260115-1129-b971c7a3/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2026-01-15 11:29 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2026-01-15
全球产品趋势洞察与竞品分析指南,回顾讨论主题：全球产品趋势洞察与竞品分析指南；探索技术资源与竞品分析策略；竞品分析助力官网优化策略。完整内容见原资料。,会议条目,内容创作与社群 / 行业访谈与趋势,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20260115-1922-1efaf920/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2026-01-15 19:22 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2026-01-15
首款AI智能越野四驱车：解锁全地形驾驶乐趣,回顾讨论主题：首款AI智能越野四驱车：解锁全地形驾驶乐趣；创新户外装备：模块化设计与智能互联的越野车；创新户外生活方式产品发布与市场拓展策略。完整内容见原资料。,会议条目,内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20260116-1108-4fc0b341/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2026-01-16 11:08 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2026-01-16
AI硬件创新日活动开场致辞,回顾讨论主题：AI硬件创新日活动开场致辞；行业活动分享与AI硬件生态建设；探索国内智能硬件产品首发模式。完整内容见原资料。,会议条目,智能硬件与产品交付 / 内容创作与社群 / 行业访谈与趋势,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20260116-1401-f5891241/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2026-01-16 14:01 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2026-01-16
AI陪伴玩具与百度合作的市场策略讨论,回顾讨论主题：AI陪伴玩具与百度合作的市场策略讨论；探索AI毛绒玩偶市场：从概念到量产的考量；设计一款带有触摸功能的毛绒玩具。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20260116-2043-88a626df/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2026-01-16 20:43 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2026-01-16
低成本AI陪伴玩具市场探索,回顾讨论主题：低成本AI陪伴玩具市场探索；探索CS展览会产品与市场空缺的开发策略；讨论电路板固定与玩具填充材料方案。完整内容见原资料。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20260116-2044-0d70a870/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2026-01-16 20:44 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2026-01-16
机器人配网模式连接问题探讨,回顾讨论主题：机器人配网模式连接问题探讨；设备网络连接与故障排查；设备无法连接WiFi与声音输出问题。完整内容见原资料。,会议条目,智能硬件与产品交付 / 内容创作与社群,资料已整理,保留维护入口,https://siuserxiaowei.github.io/meeting-minutes-shu-fa-dao-qi-shi-pages/articles/20260119-1513-dd905fbc/,https://github.com/siuserxiaowei/meeting-minutes-shu-fa-dao-qi-shi-pages,2026-01-19 15:13 记录_导读,主题取自原资料的首个实质章节；原始标题保留供核对,2026-01-19
